162  (  0.0461,0.000000)
163  (  0.0516,0.000000)
164  (  0.0574,0.000000)
165  (  0.0638,0.000000)
166  (  0.0706,0.000000)
167  (  0.0778,0.000000)
168  (  0.0856,0.000000)
169  (  0.0938,0.000000)
170  (  0.1024,0.000000)
171  (  0.1116,0.000000)
172  (  0.1212,0.000000)
173  (  0.1313,0.000000)
174  (  0.1418,0.000000)
175  (  0.1527,0.000000)
176  (  0.1640,0.000000)
177  (  0.1757,0.000000)
178  (  0.1878,0.000000)
179  (  0.2002,0.000000)
180  (  0.2128,0.000000)
181  (  0.2257,0.000000)
182  (  0.2388,0.000000)
183  (  0.2521,0.000000)
184  (  0.2654,0.000000)
185  (  0.2788,0.000000)
186  (  0.2921,0.000000)
187  (  0.3054,0.000000)
188  (  0.3185,0.000000)
189  (  0.3314,0.000000)
190  (  0.3439,0.000000)
191  (  0.3561,0.000000)
192  (  0.3679,0.000000)
193  (  0.3791,0.000000)
194  (  0.3897,0.000000)
195  (  0.3996,0.000000)
196  (  0.4087,0.000000)
197  (  0.4170,0.000000)
198  (  0.4244,0.000000)
199  (  0.4307,0.000000)
200  (  0.4359,0.000000)
201  (  0.4399,0.000000)
202  (  0.4427,0.000000)
203  (  0.4441,0.000000)
204  (  0.4442,0.000000)
205  (  0.4428,0.000000)
206  (  0.4398,0.000000)
207  (  0.4353,0.000000)
208  (  0.4291,0.000000)
209  (  0.4213,0.000000)
210  (  0.4117,0.000000)
211  (  0.4004,0.000000)
212  (  0.3873,0.000000)
213  (  0.3724,0.000000)
214  (  0.3557,0.000000)
215  (  0.3372,0.000000)
216  (  0.3168,0.000000)
217  (  0.2947,0.000000)
218  (  0.2708,0.000000)
219  (  0.2452,0.000000)
220  (  0.2179,0.000000)
221  (  0.1889,0.000000)
222  (  0.1584,0.000000)
223  (  0.1263,0.000000)
224  (  0.0928,0.000000)
225  (  0.0580,0.000000)
226  (  0.0219,0.000000)
227  ( -0.0153,0.000000)
228  ( -0.0535,0.000000)
229  ( -0.0927,0.000000)
230  ( -0.1326,0.000000)
231  ( -0.1731,0.000000)
232  ( -0.2141,0.000000)
233  ( -0.2554,0.000000)
234  ( -0.2969,0.000000)
235  ( -0.3384,0.000000)
236  ( -0.3797,0.000000)
237  ( -0.4207,0.000000)
238  ( -0.4612,0.000000)
239  ( -0.5009,0.000000)
240  ( -0.5397,0.000000)
241  ( -0.5775,0.000000)
242  ( -0.6140,0.000000)
243  ( -0.6491,0.000000)
244  ( -0.6825,0.000000)
245  ( -0.7141,0.000000)
246  ( -0.7437,0.000000)
247  ( -0.7711,0.000000)
248  ( -0.7963,0.000000)
249  ( -0.8189,0.000000)
250  ( -0.8389,0.000000)
251  ( -0.8561,0.000000)
252  ( -0.8703,0.000000)
253  ( -0.8815,0.000000)
254  ( -0.8895,0.000000)
255  ( -0.8943,0.000000)
256  ( -0.8956,0.000000)
257  ( -0.8936,0.000000)
258  ( -0.8880,0.000000)
259  ( -0.8789,0.000000)
260  ( -0.8661,0.000000)
261  ( -0.8498,0.000000)
262  ( -0.8299,0.000000)
263  ( -0.8064,0.000000)
264  ( -0.7793,0.000000)
265  ( -0.7488,0.000000)
266  ( -0.7148,0.000000)
267  ( -0.6775,0.000000)
268  ( -0.6370,0.000000)
269  ( -0.5934,0.000000)
270  ( -0.5469,0.000000)
271  ( -0.4975,0.000000)
272  ( -0.4456,0.000000)
273  ( -0.3912,0.000000)
274  ( -0.3347,0.000000)
275  ( -0.2762,0.000000)
276  ( -0.2160,0.000000)
277  ( -0.1543,0.000000)
278  ( -0.0915,0.000000)
279  ( -0.0277,0.000000)
280  (  0.0367,0.000000)
281  (  0.1014,0.000000)
282  (  0.1661,0.000000)
283  (  0.2304,0.000000)
284  (  0.2942,0.000000)
285  (  0.3570,0.000000)
286  (  0.4184,0.000000)
287  (  0.4783,0.000000)
288  (  0.5363,0.000000)
289  (  0.5920,0.000000)
290  (  0.6451,0.000000)
291  (  0.6954,0.000000)
292  (  0.7425,0.000000)
293  (  0.7861,0.000000)
294  (  0.8261,0.000000)
295  (  0.8620,0.000000)
296  (  0.8938,0.000000)
297  (  0.9211,0.000000)
298  (  0.9438,0.000000)
299  (  0.9617,0.000000)
300  (  0.9747,0.000000)
301  (  0.9826,0.000000)
302  (  0.9853,0.000000)
303  (  0.9827,0.000000)
304  (  0.9748,0.000000)
305  (  0.9617,0.000000)
306  (  0.9432,0.000000)
307  (  0.9195,0.000000)
308  (  0.8906,0.000000)
309  (  0.8567,0.000000)
310  (  0.8178,0.000000)
311  (  0.7742,0.000000)
312  (  0.7260,0.000000)
313  (  0.6735,0.000000)
314  (  0.6170,0.000000)
315  (  0.5567,0.000000)
316  (  0.4930,0.000000)
317  (  0.4261,0.000000)
318  (  0.3565,0.000000)
319  (  0.2846,0.000000)
320  (  0.2107,0.000000)
321  (  0.1353,0.000000)
322  (  0.0589,0.000000)
323  ( -0.0182,0.000000)
324  ( -0.0954,0.000000)
325  ( -0.1723,0.000000)
326  ( -0.2484,0.000000)
327  ( -0.3232,0.000000)
328  ( -0.3962,0.000000)
329  ( -0.4670,0.000000)
330  ( -0.5351,0.000000)
331  ( -0.6001,0.000000)
332  ( -0.6615,0.000000)
333  ( -0.7188,0.000000)
334  ( -0.7718,0.000000)
335  ( -0.8199,0.000000)
336  ( -0.8629,0.000000)
337  ( -0.9005,0.000000)
338  ( -0.9323,0.000000)
339  ( -0.9580,0.000000)
340  ( -0.9776,0.000000)
341  ( -0.9908,0.000000)
342  ( -0.9974,0.000000)
343  ( -0.9974,0.000000)
344  ( -0.9908,0.000000)
345  ( -0.9774,0.000000)
346  ( -0.9574,0.000000)
347  ( -0.9309,0.000000)
348  ( -0.8980,0.000000)
349  ( -0.8588,0.000000)
350  ( -0.8136,0.000000)
351  ( -0.7627,0.000000)
352  ( -0.7064,0.000000)
353  ( -0.6450,0.000000)
354  ( -0.5790,0.000000)
355  ( -0.5088,0.000000)
356  ( -0.4348,0.000000)
357  ( -0.3575,0.000000)
358  ( -0.2775,0.000000)
359  ( -0.1954,0.000000)
360  ( -0.1117,0.000000)
361  ( -0.0270,0.000000)
362  (  0.0580,0.000000)
363  (  0.1429,0.000000)
364  (  0.2268,0.000000)
365  (  0.3093,0.000000)
366  (  0.3896,0.000000)
367  (  0.4673,0.000000)
368  (  0.5416,0.000000)
369  (  0.6120,0.000000)
370  (  0.6780,0.000000)
371  (  0.7391,0.000000)
372  (  0.7947,0.000000)
373  (  0.8444,0.000000)
374  (  0.8878,0.000000)
375  (  0.9245,0.000000)
376  (  0.9542,0.000000)
377  (  0.9767,0.000000)
378  (  0.9917,0.000000)
379  (  0.9991,0.000000)
380  (  0.9987,0.000000)
381  (  0.9906,0.000000)
382  (  0.9747,0.000000)
383  (  0.9512,0.000000)
384  (  0.9201,0.000000)
385  (  0.8818,0.000000)
386  (  0.8364,0.000000)
387  (  0.7844,0.000000)
388  (  0.7260,0.000000)
389  (  0.6617,0.000000)
390  (  0.5920,0.000000)
391  (  0.5174,0.000000)
392  (  0.4386,0.000000)
393  (  0.3561,0.000000)
394  (  0.2706,0.000000)
395  (  0.1827,0.000000)
396  (  0.0933,0.000000)
397  (  0.0029,0.000000)
398  ( -0.0876,0.000000)
399  ( -0.1775,0.000000)
400  ( -0.2661,0.000000)
401  ( -0.3527,0.000000)
402  ( -0.4364,0.000000)
403  ( -0.5166,0.000000)
404  ( -0.5926,0.000000)
405  ( -0.6637,0.000000)
406  ( -0.7294,0.000000)
407  ( -0.7890,0.000000)
408  ( -0.8420,0.000000)
409  ( -0.8880,0.000000)
410  ( -0.9266,0.000000)
411  ( -0.9573,0.000000)
412  ( -0.9799,0.000000)
413  ( -0.9941,0.000000)
414  ( -0.9999,0.000000)
415  ( -0.9970,0.000000)
416  ( -0.9856,0.000000)
417  ( -0.9657,0.000000)
418  ( -0.9374,0.000000)
419  ( -0.9010,0.000000)
420  ( -0.8567,0.000000)
421  ( -0.8048,0.000000)
422  ( -0.7460,0.000000)
423  ( -0.6805,0.000000)
424  ( -0.6089,0.000000)
425  ( -0.5320,0.000000)
426  ( -0.4503,0.000000)
427  ( -0.3645,0.000000)
428  ( -0.2754,0.000000)
429  ( -0.1838,0.000000)
430  ( -0.0905,0.000000)
431  (  0.0037,0.000000)
432  (  0.0980,0.000000)
433  (  0.1915,0.000000)
434  (  0.2834,0.000000)
435  (  0.3728,0.000000)
436  (  0.4590,0.000000)
437  (  0.5411,0.000000)
438  (  0.6184,0.000000)
439  (  0.6902,0.000000)
440  (  0.7559,0.000000)
441  (  0.8147,0.000000)
442  (  0.8662,0.000000)
443  (  0.9098,0.000000)
444  (  0.9453,0.000000)
445  (  0.9721,0.000000)
446  (  0.9900,0.000000)
447  (  0.9990,0.000000)
448  (  0.9987,0.000000)
449  (  0.9893,0.000000)
450  (  0.9708,0.000000)
451  (  0.9434,0.000000)
452  (  0.9072,0.000000)
453  (  0.8627,0.000000)
454  (  0.8101,0.000000)
455  (  0.7500,0.000000)
456  (  0.6829,0.000000)
457  (  0.6094,0.000000)
458  (  0.5302,0.000000)
459  (  0.4460,0.000000)
460  (  0.3576,0.000000)
461  (  0.2659,0.000000)
462  (  0.1715,0.000000)
463  (  0.0755,0.000000)
464  ( -0.0212,0.000000)
465  ( -0.1178,0.000000)
466  ( -0.2134,0.000000)
467  ( -0.3070,0.000000)
468  ( -0.3977,0.000000)
469  ( -0.4848,0.000000)
470  ( -0.5673,0.000000)
471  ( -0.6446,0.000000)
472  ( -0.7157,0.000000)
473  ( -0.7802,0.000000)
474  ( -0.8373,0.000000)
475  ( -0.8865,0.000000)
476  ( -0.9273,0.000000)
477  ( -0.9593,0.000000)
478  ( -0.9822,0.000000)
479  ( -0.9958,0.000000)
480  ( -1.0000,0.000000)
481  ( -0.9946,0.000000)
482  ( -0.9798,0.000000)
483  ( -0.9556,0.000000)
484  ( -0.9223,0.000000)
485  ( -0.8801,0.000000)
486  ( -0.8296,0.000000)
487  ( -0.7711,0.000000)
488  ( -0.7052,0.000000)
489  ( -0.6326,0.000000)
490  ( -0.5539,0.000000)
491  ( -0.4698,0.000000)
492  ( -0.3813,0.000000)
493  ( -0.2890,0.000000)
494  ( -0.1940,0.000000)
495  ( -0.0971,0.000000)
496  (  0.0008,0.000000)
497  (  0.0987,0.000000)
498  (  0.1956,0.000000)
499  (  0.2907,0.000000)
500  (  0.3830,0.000000)
501  (  0.4716,0.000000)
502  (  0.5557,0.000000)
503  (  0.6345,0.000000)
504  (  0.7072,0.000000)
505  (  0.7731,0.000000)
506  (  0.8315,0.000000)
507  (  0.8819,0.000000)
508  (  0.9239,0.000000)
509  (  0.9569,0.000000)
510  (  0.9808,0.000000)
511  (  0.9952,0.000000)
512  (  1.0000,0.000000)
513  (  0.9952,0.000000)
514  (  0.9808,0.000000)
515  (  0.9569,0.000000)
516  (  0.9239,0.000000)
517  (  0.8819,0.000000)
518  (  0.8315,0.000000)
519  (  0.7731,0.000000)
520  (  0.7072,0.000000)
521  (  0.6345,0.000000)
522  (  0.5557,0.000000)
523  (  0.4716,0.000000)
524  (  0.3830,0.000000)
525  (  0.2907,0.000000)
526  (  0.1956,0.000000)
527  (  0.0987,0.000000)
528  (  0.0008,0.000000)
529  ( -0.0971,0.000000)
530  ( -0.1940,0.000000)
531  ( -0.2890,0.000000)
532  ( -0.3813,0.000000)
533  ( -0.4698,0.000000)
534  ( -0.5539,0.000000)
535  ( -0.6326,0.000000)
536  ( -0.7052,0.000000)
537  ( -0.7711,0.000000)
538  ( -0.8296,0.000000)
539  ( -0.8801,0.000000)
540  ( -0.9223,0.000000)
541  ( -0.9556,0.000000)
542  ( -0.9798,0.000000)
543  ( -0.9946,0.000000)
544  ( -1.0000,0.000000)
545  ( -0.9958,0.000000)
546  ( -0.9822,0.000000)
547  ( -0.9593,0.000000)
548  ( -0.9273,0.000000)
549  ( -0.8865,0.000000)
550  ( -0.8373,0.000000)
551  ( -0.7802,0.000000)
552  ( -0.7157,0.000000)
553  ( -0.6446,0.000000)
554  ( -0.5673,0.000000)
555  ( -0.4848,0.000000)
556  ( -0.3977,0.000000)
557  ( -0.3070,0.000000)
558  ( -0.2134,0.000000)
559  ( -0.1178,0.000000)
560  ( -0.0212,0.000000)
561  (  0.0755,0.000000)
562  (  0.1715,0.000000)
563  (  0.2659,0.000000)
564  (  0.3576,0.000000)
565  (  0.4460,0.000000)
566  (  0.5302,0.000000)
567  (  0.6094,0.000000)
568  (  0.6829,0.000000)
569  (  0.7500,0.000000)
570  (  0.8101,0.000000)
571  (  0.8627,0.000000)
572  (  0.9072,0.000000)
573  (  0.9434,0.000000)
574  (  0.9708,0.000000)
575  (  0.9893,0.000000)
576  (  0.9987,0.000000)
577  (  0.9990,0.000000)
578  (  0.9900,0.000000)
579  (  0.9721,0.000000)
580  (  0.9453,0.000000)
581  (  0.9098,0.000000)
582  (  0.8662,0.000000)
583  (  0.8147,0.000000)
584  (  0.7559,0.000000)
585  (  0.6902,0.000000)
586  (  0.6184,0.000000)
587  (  0.5411,0.000000)
588  (  0.4590,0.000000)
589  (  0.3728,0.000000)
590  (  0.2834,0.000000)
591  (  0.1915,0.000000)
592  (  0.0980,0.000000)
593  (  0.0037,0.000000)
594  ( -0.0905,0.000000)
595  ( -0.1838,0.000000)
596  ( -0.2754,0.000000)
597  ( -0.3645,0.000000)
598  ( -0.4503,0.000000)
599  ( -0.5320,0.000000)
600  ( -0.6089,0.000000)
601  ( -0.6805,0.000000)
602  ( -0.7460,0.000000)
603  ( -0.8048,0.000000)
604  ( -0.8567,0.000000)
605  ( -0.9010,0.000000)
606  ( -0.9374,0.000000)
607  ( -0.9657,0.000000)
608  ( -0.9856,0.000000)
609  ( -0.9970,0.000000)
610  ( -0.9999,0.000000)
611  ( -0.9941,0.000000)
612  ( -0.9799,0.000000)
613  ( -0.9573,0.000000)
614  ( -0.9266,0.000000)
615  ( -0.8880,0.000000)
616  ( -0.8420,0.000000)
617  ( -0.7890,0.000000)
618  ( -0.7294,0.000000)
619  ( -0.6637,0.000000)
620  ( -0.5926,0.000000)
621  ( -0.5166,0.000000)
622  ( -0.4364,0.000000)
623  ( -0.3527,0.000000)
624  ( -0.2661,0.000000)
625  ( -0.1775,0.000000)
626  ( -0.0876,0.000000)
627  (  0.0029,0.000000)
628  (  0.0933,0.000000)
629  (  0.1827,0.000000)
630  (  0.2706,0.000000)
631  (  0.3561,0.000000)
632  (  0.4386,0.000000)
633  (  0.5174,0.000000)
634  (  0.5920,0.000000)
635  (  0.6617,0.000000)
636  (  0.7260,0.000000)
637  (  0.7844,0.000000)
638  (  0.8364,0.000000)
639  (  0.8818,0.000000)
640  (  0.9201,0.000000)
641  (  0.9512,0.000000)
642  (  0.9747,0.000000)
643  (  0.9906,0.000000)
644  (  0.9987,0.000000)
645  (  0.9991,0.000000)
646  (  0.9917,0.000000)
647  (  0.9767,0.000000)
648  (  0.9542,0.000000)
649  (  0.9245,0.000000)
650  (  0.8878,0.000000)
651  (  0.8444,0.000000)
652  (  0.7947,0.000000)
653  (  0.7391,0.000000)
654  (  0.6780,0.000000)
655  (  0.6120,0.000000)
656  (  0.5416,0.000000)
657  (  0.4673,0.000000)
658  (  0.3896,0.000000)
659  (  0.3093,0.000000)
660  (  0.2268,0.000000)
661  (  0.1429,0.000000)
662  (  0.0580,0.000000)
663  ( -0.0270,0.000000)
664  ( -0.1117,0.000000)
665  ( -0.1954,0.000000)
666  ( -0.2775,0.000000)
667  ( -0.3575,0.000000)
668  ( -0.4348,0.000000)
669  ( -0.5088,0.000000)
670  ( -0.5790,0.000000)
671  ( -0.6450,0.000000)
672  ( -0.7064,0.000000)
673  ( -0.7627,0.000000)
674  ( -0.8136,0.000000)
675  ( -0.8588,0.000000)
676  ( -0.8980,0.000000)
677  ( -0.9309,0.000000)
678  ( -0.9574,0.000000)
679  ( -0.9774,0.000000)
680  ( -0.9908,0.000000)
681  ( -0.9974,0.000000)
682  ( -0.9974,0.000000)
683  ( -0.9908,0.000000)
684  ( -0.9776,0.000000)
685  ( -0.9580,0.000000)
686  ( -0.9323,0.000000)
687  ( -0.9005,0.000000)
688  ( -0.8629,0.000000)
689  ( -0.8199,0.000000)
690  ( -0.7718,0.000000)
691  ( -0.7188,0.000000)
692  ( -0.6615,0.000000)
693  ( -0.6001,0.000000)
694  ( -0.5351,0.000000)
695  ( -0.4670,0.000000)
696  ( -0.3962,0.000000)
697  ( -0.3232,0.000000)
698  ( -0.2484,0.000000)
699  ( -0.1723,0.000000)
700  ( -0.0954,0.000000)
701  ( -0.0182,0.000000)
702  (  0.0589,0.000000)
703  (  0.1353,0.000000)
704  (  0.2107,0.000000)
705  (  0.2846,0.000000)
706  (  0.3565,0.000000)
707  (  0.4261,0.000000)
708  (  0.4930,0.000000)
709  (  0.5567,0.000000)
710  (  0.6170,0.000000)
711  (  0.6735,0.000000)
712  (  0.7260,0.000000)
713  (  0.7742,0.000000)
714  (  0.8178,0.000000)
715  (  0.8567,0.000000)
716  (  0.8906,0.000000)
717  (  0.9195,0.000000)
718  (  0.9432,0.000000)
719  (  0.9617,0.000000)
720  (  0.9748,0.000000)
721  (  0.9827,0.000000)
722  (  0.9853,0.000000)
723  (  0.9826,0.000000)
724  (  0.9747,0.000000)
725  (  0.9617,0.000000)
726  (  0.9438,0.000000)
727  (  0.9211,0.000000)
728  (  0.8938,0.000000)
729  (  0.8620,0.000000)
730  (  0.8261,0.000000)
731  (  0.7861,0.000000)
732  (  0.7425,0.000000)
733  (  0.6954,0.000000)
734  (  0.6451,0.000000)
735  (  0.5920,0.000000)
736  (  0.5363,0.000000)
737  (  0.4783,0.000000)
738  (  0.4184,0.000000)
739  (  0.3570,0.000000)
740  (  0.2942,0.000000)
741  (  0.2304,0.000000)
742  (  0.1661,0.000000)
743  (  0.1014,0.000000)
744  (  0.0367,0.000000)
745  ( -0.0277,0.000000)
746  ( -0.0915,0.000000)
747  ( -0.1543,0.000000)
748  ( -0.2160,0.000000)
749  ( -0.2762,0.000000)
750  ( -0.3347,0.000000)
751  ( -0.3912,0.000000)
752  ( -0.4456,0.000000)
753  ( -0.4975,0.000000)
754  ( -0.5469,0.000000)
755  ( -0.5934,0.000000)
756  ( -0.6370,0.000000)
757  ( -0.6775,0.000000)
758  ( -0.7148,0.000000)
759  ( -0.7488,0.000000)
760  ( -0.7793,0.000000)
761  ( -0.8064,0.000000)
762  ( -0.8299,0.000000)
763  ( -0.8498,0.000000)
764  ( -0.8661,0.000000)
765  ( -0.8789,0.000000)
766  ( -0.8880,0.000000)
767  ( -0.8936,0.000000)
768  ( -0.8956,0.000000)
769  ( -0.8943,0.000000)
770  ( -0.8895,0.000000)
771  ( -0.8815,0.000000)
772  ( -0.8703,0.000000)
773  ( -0.8561,0.000000)
774  ( -0.8389,0.000000)
775  ( -0.8189,0.000000)
776  ( -0.7963,0.000000)
777  ( -0.7711,0.000000)
778  ( -0.7437,0.000000)
779  ( -0.7141,0.000000)
780  ( -0.6825,0.000000)
781  ( -0.6491,0.000000)
782  ( -0.6140,0.000000)
783  ( -0.5775,0.000000)
784  ( -0.5397,0.000000)
785  ( -0.5009,0.000000)
786  ( -0.4612,0.000000)
787  ( -0.4207,0.000000)
788  ( -0.3797,0.000000)
789  ( -0.3384,0.000000)
790  ( -0.2969,0.000000)
791  ( -0.2554,0.000000)
792  ( -0.2141,0.000000)
793  ( -0.1731,0.000000)
794  ( -0.1326,0.000000)
795  ( -0.0927,0.000000)
796  ( -0.0535,0.000000)
797  ( -0.0153,0.000000)
798  (  0.0219,0.000000)
799  (  0.0580,0.000000)
800  (  0.0928,0.000000)
801  (  0.1263,0.000000)
802  (  0.1584,0.000000)
803  (  0.1889,0.000000)
804  (  0.2179,0.000000)
805  (  0.2452,0.000000)
806  (  0.2708,0.000000)
807  (  0.2947,0.000000)
808  (  0.3168,0.000000)
809  (  0.3372,0.000000)
810  (  0.3557,0.000000)
811  (  0.3724,0.000000)
812  (  0.3873,0.000000)
813  (  0.4004,0.000000)
814  (  0.4117,0.000000)
815  (  0.4213,0.000000)
816  (  0.4291,0.000000)
817  (  0.4353,0.000000)
818  (  0.4398,0.000000)
819  (  0.4428,0.000000)
820  (  0.4442,0.000000)
821  (  0.4441,0.000000)
822  (  0.4427,0.000000)
823  (  0.4399,0.000000)
824  (  0.4359,0.000000)
825  (  0.4307,0.000000)
826  (  0.4244,0.000000)
827  (  0.4170,0.000000)
828  (  0.4087,0.000000)
829  (  0.3996,0.000000)
830  (  0.3897,0.000000)
831  (  0.3791,0.000000)
832  (  0.3679,0.000000)
833  (  0.3561,0.000000)
834  (  0.3439,0.000000)
835  (  0.3314,0.000000)
836  (  0.3185,0.000000)
837  (  0.3054,0.000000)
838  (  0.2921,0.000000)
839  (  0.2788,0.000000)
840  (  0.2654,0.000000)
841  (  0.2521,0.000000)
842  (  0.2388,0.000000)
843  (  0.2257,0.000000)
844  (  0.2128,0.000000)
845  (  0.2002,0.000000)
846  (  0.1878,0.000000)
847  (  0.1757,0.000000)
848  (  0.1640,0.000000)
849  (  0.1527,0.000000)
850  (  0.1418,0.000000)
851  (  0.1313,0.000000)
852  (  0.1212,0.000000)
853  (  0.1116,0.000000)
854  (  0.1024,0.000000)
855  (  0.0938,0.000000)
856  (  0.0856,0.000000)
857  (  0.0778,0.000000)
858  (  0.0706,0.000000)
859  (  0.0638,0.000000)
860  (  0.0574,0.000000)
861  (  0.0516,0.000000)
862  (  0.0461,0.000000)
863  (  0.0411,0.000000)
864  (  0.0364,0.000000)
865  (  0.0322,0.000000)
866  (  0.0283,0.000000)
867  (  0.0248,0.000000)
868  (  0.0216,0.000000)
869  (  0.0187,0.000000)
870  (  0.0161,0.000000)
871  (  0.0138,0.000000)
872  (  0.0117,0.000000)
873  (  0.0099,0.000000)
874  (  0.0083,0.000000)
875  (  0.0069,0.000000)
876  (  0.0057,0.000000)
877  (  0.0046,0.000000)
878  (  0.0037,0.000000)
879  (  0.0029,0.000000)
880  (  0.0023,0.000000)
881  (  0.0017,0.000000)
882  (  0.0013,0.000000)
883  (  0.0009,0.000000)
884  (  0.0006,0.000000)
885  (  0.0003,0.000000)
886  (  0.0001,0.000000)
887  ( -0.0000,0.000000)
888  ( -0.0001,0.000000)
889  ( -0.0002,0.000000)
890  ( -0.0003,0.000000)
891  ( -0.0003,0.000000)
892  ( -0.0003,0.000000)
893  ( -0.0003,0.000000)
894  ( -0.0003,0.000000)
895  ( -0.0003,0.000000)
896  ( -0.0003,0.000000)
897  ( -0.0003,0.000000)
898  ( -0.0002,0.000000)
899  ( -0.0002,0.000000)
900  ( -0.0002,0.000000)
901  ( -0.0002,0.000000)
902  ( -0.0002,0.000000)
903  ( -0.0001,0.000000)
904  ( -0.0001,0.000000)
905  ( -0.0001,0.000000)
