Started
Inited
Graph Inited
Solved 0
Solved 1
Solved 2
x[0] = 179, v[0] = 0
x[7898] = 180.416, v[7898] = 1.95617
x[7899] = 180.426, v[7899] = 1.95394
x[7900] = 180.435, v[7900] = 1.95165
x[7901] = 180.445, v[7901] = 1.94929
x[7902] = 180.455, v[7902] = 1.94688
x[7903] = 180.465, v[7903] = 1.9444
x[7904] = 180.474, v[7904] = 1.94187
x[7905] = 180.484, v[7905] = 1.93927
x[7906] = 180.494, v[7906] = 1.93662
x[7907] = 180.503, v[7907] = 1.9339
x[7908] = 180.513, v[7908] = 1.93113
x[7909] = 180.523, v[7909] = 1.9283
x[7910] = 180.532, v[7910] = 1.92541
x[7911] = 180.542, v[7911] = 1.92247
x[7912] = 180.551, v[7912] = 1.91947
x[7913] = 180.561, v[7913] = 1.91641
x[7914] = 180.571, v[7914] = 1.9133
x[7915] = 180.58, v[7915] = 1.91013
x[7916] = 180.59, v[7916] = 1.90691
x[7917] = 180.599, v[7917] = 1.90363
x[7918] = 180.609, v[7918] = 1.9003
x[7919] = 180.618, v[7919] = 1.89693
x[7920] = 180.628, v[7920] = 1.8935
x[7921] = 180.637, v[7921] = 1.89002
x[7922] = 180.647, v[7922] = 1.88649
x[7923] = 180.656, v[7923] = 1.88292
x[7924] = 180.665, v[7924] = 1.87929
x[7925] = 180.675, v[7925] = 1.87563
x[7926] = 180.684, v[7926] = 1.87192
x[7927] = 180.694, v[7927] = 1.86816
x[7928] = 180.703, v[7928] = 1.86436
x[7929] = 180.712, v[7929] = 1.86053
x[7930] = 180.722, v[7930] = 1.85665
x[7931] = 180.731, v[7931] = 1.85273
x[7932] = 180.74, v[7932] = 1.84878
x[7933] = 180.749, v[7933] = 1.84479
x[7934] = 180.759, v[7934] = 1.84076
x[7935] = 180.768, v[7935] = 1.8367
x[7936] = 180.777, v[7936] = 1.8326
x[7937] = 180.786, v[7937] = 1.82848
x[7938] = 180.795, v[7938] = 1.82432
x[7939] = 180.804, v[7939] = 1.82013
x[7940] = 180.813, v[7940] = 1.81591
x[7941] = 180.822, v[7941] = 1.81167
x[7942] = 180.831, v[7942] = 1.80739
x[7943] = 180.841, v[7943] = 1.80309
x[7944] = 180.85, v[7944] = 1.79877
x[7945] = 180.858, v[7945] = 1.79442
x[7946] = 180.867, v[7946] = 1.79004
x[7947] = 180.876, v[7947] = 1.78565
x[7948] = 180.885, v[7948] = 1.78123
x[7949] = 180.894, v[7949] = 1.77679
x[7950] = 180.903, v[7950] = 1.77232
x[7951] = 180.912, v[7951] = 1.76784
x[7952] = 180.921, v[7952] = 1.76333
x[7953] = 180.93, v[7953] = 1.75881
x[7954] = 180.938, v[7954] = 1.75426
x[7955] = 180.947, v[7955] = 1.7497
x[7956] = 180.956, v[7956] = 1.74511
x[7957] = 180.965, v[7957] = 1.74051
x[7958] = 180.973, v[7958] = 1.73589
x[7959] = 180.982, v[7959] = 1.73124
x[7960] = 180.991, v[7960] = 1.72658
x[7961] = 180.999, v[7961] = 1.7219
x[7962] = 181.008, v[7962] = 1.7172
x[7963] = 181.016, v[7963] = 1.71248
x[7964] = 181.025, v[7964] = 1.70773
x[7965] = 181.033, v[7965] = 1.70297
x[7966] = 181.042, v[7966] = 1.69818
x[7967] = 181.05, v[7967] = 1.69337
x[7968] = 181.059, v[7968] = 1.68854
x[7969] = 181.067, v[7969] = 1.68369
x[7970] = 181.076, v[7970] = 1.67881
x[7971] = 181.084, v[7971] = 1.6739
x[7972] = 181.092, v[7972] = 1.66897
x[7973] = 181.101, v[7973] = 1.66401
x[7974] = 181.109, v[7974] = 1.65903
x[7975] = 181.117, v[7975] = 1.65401
x[7976] = 181.126, v[7976] = 1.64896
x[7977] = 181.134, v[7977] = 1.64388
x[7978] = 181.142, v[7978] = 1.63877
x[7979] = 181.15, v[7979] = 1.63362
x[7980] = 181.158, v[7980] = 1.62844
x[7981] = 181.167, v[7981] = 1.62322
x[7982] = 181.175, v[7982] = 1.61796
x[7983] = 181.183, v[7983] = 1.61266
x[7984] = 181.191, v[7984] = 1.60732
x[7985] = 181.199, v[7985] = 1.60194
x[7986] = 181.207, v[7986] = 1.59652
x[7987] = 181.215, v[7987] = 1.59104
x[7988] = 181.223, v[7988] = 1.58553
x[7989] = 181.231, v[7989] = 1.57996
x[7990] = 181.238, v[7990] = 1.57434
x[7991] = 181.246, v[7991] = 1.56867
x[7992] = 181.254, v[7992] = 1.56295
x[7993] = 181.262, v[7993] = 1.55717
x[7994] = 181.27, v[7994] = 1.55134
x[7995] = 181.277, v[7995] = 1.54545
x[7996] = 181.285, v[7996] = 1.53951
x[7997] = 181.293, v[7997] = 1.5335
x[7998] = 181.301, v[7998] = 1.52743
x[7999] = 181.308, v[7999] = 1.5213
x[8000] = 181.316, v[8000] = 1.51511
x[8001] = 181.323, v[8001] = 1.50885
x[8002] = 181.331, v[8002] = 1.50253
x[8003] = 181.338, v[8003] = 1.49614
x[8004] = 181.346, v[8004] = 1.48969
x[8005] = 181.353, v[8005] = 1.48316
x[8006] = 181.361, v[8006] = 1.47657
x[8007] = 181.368, v[8007] = 1.46991
x[8008] = 181.375, v[8008] = 1.46317
x[8009] = 181.383, v[8009] = 1.45637
x[8010] = 181.39, v[8010] = 1.4495
x[8011] = 181.397, v[8011] = 1.44255
x[8012] = 181.404, v[8012] = 1.43554
x[8013] = 181.411, v[8013] = 1.42845
x[8014] = 181.419, v[8014] = 1.42129
x[8015] = 181.426, v[8015] = 1.41406
x[8016] = 181.433, v[8016] = 1.40675
x[8017] = 181.44, v[8017] = 1.39938
x[8018] = 181.447, v[8018] = 1.39193
x[8019] = 181.454, v[8019] = 1.38442
x[8020] = 181.461, v[8020] = 1.37683
x[8021] = 181.467, v[8021] = 1.36918
x[8022] = 181.474, v[8022] = 1.36145
x[8023] = 181.481, v[8023] = 1.35366
x[8024] = 181.488, v[8024] = 1.3458
x[8025] = 181.495, v[8025] = 1.33788
x[8026] = 181.501, v[8026] = 1.32989
x[8027] = 181.508, v[8027] = 1.32183
x[8028] = 181.514, v[8028] = 1.31372
x[8029] = 181.521, v[8029] = 1.30554
x[8030] = 181.527, v[8030] = 1.29731
x[8031] = 181.534, v[8031] = 1.28901
x[8032] = 181.54, v[8032] = 1.28066
x[8033] = 181.547, v[8033] = 1.27226
x[8034] = 181.553, v[8034] = 1.2638
x[8035] = 181.559, v[8035] = 1.2553
x[8036] = 181.566, v[8036] = 1.24674
x[8037] = 181.572, v[8037] = 1.23814
x[8038] = 181.578, v[8038] = 1.22949
x[8039] = 181.584, v[8039] = 1.2208
x[8040] = 181.59, v[8040] = 1.21207
x[8041] = 181.596, v[8041] = 1.2033
x[8042] = 181.602, v[8042] = 1.1945
x[8043] = 181.608, v[8043] = 1.18566
x[8044] = 181.614, v[8044] = 1.17679
x[8045] = 181.62, v[8045] = 1.16789
x[8046] = 181.626, v[8046] = 1.15896
x[8047] = 181.632, v[8047] = 1.15001
x[8048] = 181.637, v[8048] = 1.14104
x[8049] = 181.643, v[8049] = 1.13205
x[8050] = 181.649, v[8050] = 1.12303
x[8051] = 181.654, v[8051] = 1.11401
x[8052] = 181.66, v[8052] = 1.10497
x[8053] = 181.665, v[8053] = 1.09592
x[8054] = 181.671, v[8054] = 1.08686
x[8055] = 181.676, v[8055] = 1.0778
x[8056] = 181.681, v[8056] = 1.06873
x[8057] = 181.687, v[8057] = 1.05966
x[8058] = 181.692, v[8058] = 1.05059
x[8059] = 181.697, v[8059] = 1.04152
x[8060] = 181.702, v[8060] = 1.03245
x[8061] = 181.708, v[8061] = 1.0234
x[8062] = 181.713, v[8062] = 1.01434
x[8063] = 181.718, v[8063] = 1.0053
x[8064] = 181.723, v[8064] = 0.996272
x[8065] = 181.728, v[8065] = 0.987254
x[8066] = 181.733, v[8066] = 0.978249
x[8067] = 181.738, v[8067] = 0.96926
x[8068] = 181.742, v[8068] = 0.960288
x[8069] = 181.747, v[8069] = 0.951333
x[8070] = 181.752, v[8070] = 0.942397
x[8071] = 181.757, v[8071] = 0.933481
x[8072] = 181.761, v[8072] = 0.924585
x[8073] = 181.766, v[8073] = 0.915711
x[8074] = 181.77, v[8074] = 0.906858
x[8075] = 181.775, v[8075] = 0.898028
x[8076] = 181.779, v[8076] = 0.889221
x[8077] = 181.784, v[8077] = 0.880437
x[8078] = 181.788, v[8078] = 0.871676
x[8079] = 181.792, v[8079] = 0.862938
x[8080] = 181.797, v[8080] = 0.854223
x[8081] = 181.801, v[8081] = 0.845531
x[8082] = 181.805, v[8082] = 0.836862
x[8083] = 181.809, v[8083] = 0.828215
x[8084] = 181.814, v[8084] = 0.81959
x[8085] = 181.818, v[8085] = 0.810985
x[8086] = 181.822, v[8086] = 0.802401
x[8087] = 181.826, v[8087] = 0.793835
x[8088] = 181.83, v[8088] = 0.785288
x[8089] = 181.833, v[8089] = 0.776759
x[8090] = 181.837, v[8090] = 0.768245
x[8091] = 181.841, v[8091] = 0.759745
x[8092] = 181.845, v[8092] = 0.751259
x[8093] = 181.849, v[8093] = 0.742785
x[8094] = 181.852, v[8094] = 0.734321
x[8095] = 181.856, v[8095] = 0.725865
x[8096] = 181.86, v[8096] = 0.717416
x[8097] = 181.863, v[8097] = 0.708972
x[8098] = 181.867, v[8098] = 0.700531
x[8099] = 181.87, v[8099] = 0.692091
x[8100] = 181.874, v[8100] = 0.683651
x[8101] = 181.877, v[8101] = 0.675207
x[8102] = 181.88, v[8102] = 0.666759
x[8103] = 181.884, v[8103] = 0.658303
x[8104] = 181.887, v[8104] = 0.649838
x[8105] = 181.89, v[8105] = 0.641362
x[8106] = 181.893, v[8106] = 0.632872
x[8107] = 181.897, v[8107] = 0.624367
x[8108] = 181.9, v[8108] = 0.615843
x[8109] = 181.903, v[8109] = 0.607299
x[8110] = 181.906, v[8110] = 0.598732
x[8111] = 181.909, v[8111] = 0.590141
x[8112] = 181.912, v[8112] = 0.581523
x[8113] = 181.914, v[8113] = 0.572875
x[8114] = 181.917, v[8114] = 0.564197
x[8115] = 181.92, v[8115] = 0.555485
x[8116] = 181.923, v[8116] = 0.546738
x[8117] = 181.926, v[8117] = 0.537953
x[8118] = 181.928, v[8118] = 0.52913
x[8119] = 181.931, v[8119] = 0.520265
x[8120] = 181.933, v[8120] = 0.511357
x[8121] = 181.936, v[8121] = 0.502404
x[8122] = 181.938, v[8122] = 0.493405
x[8123] = 181.941, v[8123] = 0.484358
x[8124] = 181.943, v[8124] = 0.475261
x[8125] = 181.946, v[8125] = 0.466113
x[8126] = 181.948, v[8126] = 0.456914
x[8127] = 181.95, v[8127] = 0.447661
x[8128] = 181.952, v[8128] = 0.438353
x[8129] = 181.955, v[8129] = 0.42899
x[8130] = 181.957, v[8130] = 0.419571
x[8131] = 181.959, v[8131] = 0.410094
x[8132] = 181.961, v[8132] = 0.40056
x[8133] = 181.963, v[8133] = 0.390968
x[8134] = 181.965, v[8134] = 0.381317
x[8135] = 181.967, v[8135] = 0.371607
x[8136] = 181.968, v[8136] = 0.361838
x[8137] = 181.97, v[8137] = 0.35201
x[8138] = 181.972, v[8138] = 0.342124
x[8139] = 181.974, v[8139] = 0.332178
x[8140] = 181.975, v[8140] = 0.322175
x[8141] = 181.977, v[8141] = 0.312113
x[8142] = 181.978, v[8142] = 0.301995
x[8143] = 181.98, v[8143] = 0.29182
x[8144] = 181.981, v[8144] = 0.28159
x[8145] = 181.983, v[8145] = 0.271305
x[8146] = 181.984, v[8146] = 0.260968
x[8147] = 181.985, v[8147] = 0.250578
x[8148] = 181.987, v[8148] = 0.240138
x[8149] = 181.988, v[8149] = 0.229649
x[8150] = 181.989, v[8150] = 0.219112
x[8151] = 181.99, v[8151] = 0.20853
x[8152] = 181.991, v[8152] = 0.197904
x[8153] = 181.992, v[8153] = 0.187236
x[8154] = 181.993, v[8154] = 0.176529
x[8155] = 181.994, v[8155] = 0.165783
x[8156] = 181.994, v[8156] = 0.155003
x[8157] = 181.995, v[8157] = 0.144189
x[8158] = 181.996, v[8158] = 0.133344
x[8159] = 181.997, v[8159] = 0.122472
x[8160] = 181.997, v[8160] = 0.111573
x[8161] = 181.998, v[8161] = 0.100651
x[8162] = 181.998, v[8162] = 0.089709
x[8163] = 181.999, v[8163] = 0.078749
x[8164] = 181.999, v[8164] = 0.0677739
x[8165] = 181.999, v[8165] = 0.0567865
x[8166] = 182, v[8166] = 0.0457896
x[8167] = 182, v[8167] = 0.034786
x[8168] = 182, v[8168] = 0.0237786
x[8169] = 182, v[8169] = 0.0127701
x[8170] = 182, v[8170] = 0.0017635
x[8171] = 182, v[8171] = -0.00923846
x[8172] = 182, v[8172] = -0.0202329
x[8173] = 182, v[8173] = -0.0312171
x[8174] = 182, v[8174] = -0.0421881
x[8175] = 181.999, v[8175] = -0.0531434
x[8176] = 181.999, v[8176] = -0.06408
x[8177] = 181.999, v[8177] = -0.0749955
x[8178] = 181.998, v[8178] = -0.0858872
x[8179] = 181.998, v[8179] = -0.0967524
x[8180] = 181.997, v[8180] = -0.107589
x[8181] = 181.997, v[8181] = -0.118394
x[8182] = 181.996, v[8182] = -0.129165
x[8183] = 181.995, v[8183] = -0.139901
x[8184] = 181.995, v[8184] = -0.150598
x[8185] = 181.994, v[8185] = -0.161256
x[8186] = 181.993, v[8186] = -0.171871
x[8187] = 181.992, v[8187] = -0.182442
x[8188] = 181.991, v[8188] = -0.192967
x[8189] = 181.99, v[8189] = -0.203445
x[8190] = 181.989, v[8190] = -0.213874
x[8191] = 181.988, v[8191] = -0.224252
x[8192] = 181.987, v[8192] = -0.234579
x[8193] = 181.986, v[8193] = -0.244852
x[8194] = 181.985, v[8194] = -0.255072
x[8195] = 181.983, v[8195] = -0.265236
x[8196] = 181.982, v[8196] = -0.275344
x[8197] = 181.981, v[8197] = -0.285396
x[8198] = 181.979, v[8198] = -0.295391
x[8199] = 181.978, v[8199] = -0.305328
x[8200] = 181.976, v[8200] = -0.315207
x[8201] = 181.974, v[8201] = -0.325028
x[8202] = 181.973, v[8202] = -0.334791
x[8203] = 181.971, v[8203] = -0.344496
x[8204] = 181.969, v[8204] = -0.354143
x[8205] = 181.968, v[8205] = -0.363732
x[8206] = 181.966, v[8206] = -0.373265
x[8207] = 181.964, v[8207] = -0.382741
x[8208] = 181.962, v[8208] = -0.392161
x[8209] = 181.96, v[8209] = -0.401527
x[8210] = 181.958, v[8210] = -0.410839
x[8211] = 181.956, v[8211] = -0.420097
x[8212] = 181.954, v[8212] = -0.429304
x[8213] = 181.951, v[8213] = -0.438461
x[8214] = 181.949, v[8214] = -0.447568
x[8215] = 181.947, v[8215] = -0.456628
x[8216] = 181.945, v[8216] = -0.465642
x[8217] = 181.942, v[8217] = -0.474612
x[8218] = 181.94, v[8218] = -0.483539
x[8219] = 181.938, v[8219] = -0.492424
x[8220] = 181.935, v[8220] = -0.501271
x[8221] = 181.933, v[8221] = -0.510081
x[8222] = 181.93, v[8222] = -0.518856
x[8223] = 181.927, v[8223] = -0.527597
x[8224] = 181.925, v[8224] = -0.536308
x[8225] = 181.922, v[8225] = -0.54499
x[8226] = 181.919, v[8226] = -0.553645
x[8227] = 181.916, v[8227] = -0.562276
x[8228] = 181.914, v[8228] = -0.570885
x[8229] = 181.911, v[8229] = -0.579473
x[8230] = 181.908, v[8230] = -0.588044
x[8231] = 181.905, v[8231] = -0.596599
x[8232] = 181.902, v[8232] = -0.605141
x[8233] = 181.899, v[8233] = -0.613672
x[8234] = 181.896, v[8234] = -0.622194
x[8235] = 181.893, v[8235] = -0.630709
x[8236] = 181.889, v[8236] = -0.63922
x[8237] = 181.886, v[8237] = -0.647728
x[8238] = 181.883, v[8238] = -0.656236
x[8239] = 181.88, v[8239] = -0.664746
x[8240] = 181.876, v[8240] = -0.673259
x[8241] = 181.873, v[8241] = -0.681778
x[8242] = 181.869, v[8242] = -0.690304
x[8243] = 181.866, v[8243] = -0.698839
x[8244] = 181.862, v[8244] = -0.707386
x[8245] = 181.859, v[8245] = -0.715945
x[8246] = 181.855, v[8246] = -0.724517
x[8247] = 181.852, v[8247] = -0.733106
x[8248] = 181.848, v[8248] = -0.741711
x[8249] = 181.844, v[8249] = -0.750334
x[8250] = 181.84, v[8250] = -0.758976
x[8251] = 181.837, v[8251] = -0.767639
x[8252] = 181.833, v[8252] = -0.776323
x[8253] = 181.829, v[8253] = -0.785029
x[8254] = 181.825, v[8254] = -0.793758
x[8255] = 181.821, v[8255] = -0.80251
x[8256] = 181.817, v[8256] = -0.811286
x[8257] = 181.813, v[8257] = -0.820086
x[8258] = 181.809, v[8258] = -0.828911
x[8259] = 181.805, v[8259] = -0.837761
x[8260] = 181.8, v[8260] = -0.846635
x[8261] = 181.796, v[8261] = -0.855534
x[8262] = 181.792, v[8262] = -0.864457
x[8263] = 181.787, v[8263] = -0.873405
x[8264] = 181.783, v[8264] = -0.882375
x[8265] = 181.779, v[8265] = -0.891369
x[8266] = 181.774, v[8266] = -0.900385
x[8267] = 181.77, v[8267] = -0.909423
x[8268] = 181.765, v[8268] = -0.918481
x[8269] = 181.76, v[8269] = -0.927559
x[8270] = 181.756, v[8270] = -0.936655
x[8271] = 181.751, v[8271] = -0.945769
x[8272] = 181.746, v[8272] = -0.954898
x[8273] = 181.741, v[8273] = -0.964042
x[8274] = 181.737, v[8274] = -0.973198
x[8275] = 181.732, v[8275] = -0.982366
x[8276] = 181.727, v[8276] = -0.991544
x[8277] = 181.722, v[8277] = -1.00073
x[8278] = 181.717, v[8278] = -1.00992
x[8279] = 181.712, v[8279] = -1.01912
x[8280] = 181.707, v[8280] = -1.02831
x[8281] = 181.701, v[8281] = -1.03751
x[8282] = 181.696, v[8282] = -1.04671
x[8283] = 181.691, v[8283] = -1.0559
x[8284] = 181.686, v[8284] = -1.06508
x[8285] = 181.68, v[8285] = -1.07426
x[8286] = 181.675, v[8286] = -1.08342
x[8287] = 181.67, v[8287] = -1.09257
x[8288] = 181.664, v[8288] = -1.10171
x[8289] = 181.658, v[8289] = -1.11082
x[8290] = 181.653, v[8290] = -1.11992
x[8291] = 181.647, v[8291] = -1.129
x[8292] = 181.642, v[8292] = -1.13804
x[8293] = 181.636, v[8293] = -1.14707
x[8294] = 181.63, v[8294] = -1.15606
x[8295] = 181.624, v[8295] = -1.16502
x[8296] = 181.619, v[8296] = -1.17394
x[8297] = 181.613, v[8297] = -1.18283
x[8298] = 181.607, v[8298] = -1.19168
x[8299] = 181.601, v[8299] = -1.20049
x[8300] = 181.595, v[8300] = -1.20925
x[8301] = 181.589, v[8301] = -1.21797
x[8302] = 181.582, v[8302] = -1.22664
x[8303] = 181.576, v[8303] = -1.23526
x[8304] = 181.57, v[8304] = -1.24383
x[8305] = 181.564, v[8305] = -1.25235
x[8306] = 181.558, v[8306] = -1.26081
x[8307] = 181.551, v[8307] = -1.26922
x[8308] = 181.545, v[8308] = -1.27756
x[8309] = 181.539, v[8309] = -1.28585
x[8310] = 181.532, v[8310] = -1.29408
x[8311] = 181.526, v[8311] = -1.30224
x[8312] = 181.519, v[8312] = -1.31034
x[8313] = 181.512, v[8313] = -1.31837
x[8314] = 181.506, v[8314] = -1.32634
x[8315] = 181.499, v[8315] = -1.33424
x[8316] = 181.493, v[8316] = -1.34207
x[8317] = 181.486, v[8317] = -1.34983
x[8318] = 181.479, v[8318] = -1.35753
x[8319] = 181.472, v[8319] = -1.36515
x[8320] = 181.465, v[8320] = -1.3727
x[8321] = 181.458, v[8321] = -1.38018
x[8322] = 181.452, v[8322] = -1.38759
x[8323] = 181.445, v[8323] = -1.39493
x[8324] = 181.438, v[8324] = -1.40219
x[8325] = 181.431, v[8325] = -1.40939
x[8326] = 181.424, v[8326] = -1.41651
x[8327] = 181.416, v[8327] = -1.42356
x[8328] = 181.409, v[8328] = -1.43054
x[8329] = 181.402, v[8329] = -1.43745
x[8330] = 181.395, v[8330] = -1.44429
x[8331] = 181.388, v[8331] = -1.45106
x[8332] = 181.38, v[8332] = -1.45776
x[8333] = 181.373, v[8333] = -1.46439
x[8334] = 181.366, v[8334] = -1.47095
x[8335] = 181.358, v[8335] = -1.47745
x[8336] = 181.351, v[8336] = -1.48388
x[8337] = 181.344, v[8337] = -1.49025
x[8338] = 181.336, v[8338] = -1.49655
x[8339] = 181.329, v[8339] = -1.5028
x[8340] = 181.321, v[8340] = -1.50898
x[8341] = 181.313, v[8341] = -1.5151
x[8342] = 181.306, v[8342] = -1.52116
x[8343] = 181.298, v[8343] = -1.52716
x[8344] = 181.291, v[8344] = -1.53311
x[8345] = 181.283, v[8345] = -1.53901
x[8346] = 181.275, v[8346] = -1.54485
x[8347] = 181.268, v[8347] = -1.55064
x[8348] = 181.26, v[8348] = -1.55637
x[8349] = 181.252, v[8349] = -1.56206
x[8350] = 181.244, v[8350] = -1.56771
x[8351] = 181.236, v[8351] = -1.57331
x[8352] = 181.228, v[8352] = -1.57886
x[8353] = 181.22, v[8353] = -1.58437
x[8354] = 181.213, v[8354] = -1.58984
x[8355] = 181.205, v[8355] = -1.59527
x[8356] = 181.197, v[8356] = -1.60066
x[8357] = 181.189, v[8357] = -1.60601
x[8358] = 181.181, v[8358] = -1.61133
x[8359] = 181.172, v[8359] = -1.61662
x[8360] = 181.164, v[8360] = -1.62187
x[8361] = 181.156, v[8361] = -1.62709
x[8362] = 181.148, v[8362] = -1.63228
x[8363] = 181.14, v[8363] = -1.63744
x[8364] = 181.132, v[8364] = -1.64257
x[8365] = 181.123, v[8365] = -1.64768
x[8366] = 181.115, v[8366] = -1.65276
x[8367] = 181.107, v[8367] = -1.65782
x[8368] = 181.099, v[8368] = -1.66285
x[8369] = 181.09, v[8369] = -1.66786
x[8370] = 181.082, v[8370] = -1.67285
x[8371] = 181.074, v[8371] = -1.67781
x[8372] = 181.065, v[8372] = -1.68276
x[8373] = 181.057, v[8373] = -1.68768
x[8374] = 181.048, v[8374] = -1.69259
x[8375] = 181.04, v[8375] = -1.69747
x[8376] = 181.031, v[8376] = -1.70234
x[8377] = 181.023, v[8377] = -1.70719
x[8378] = 181.014, v[8378] = -1.71202
x[8379] = 181.006, v[8379] = -1.71683
x[8380] = 180.997, v[8380] = -1.72163
x[8381] = 180.988, v[8381] = -1.72641
x[8382] = 180.98, v[8382] = -1.73116
x[8383] = 180.971, v[8383] = -1.7359
x[8384] = 180.962, v[8384] = -1.74063
x[8385] = 180.954, v[8385] = -1.74533
x[8386] = 180.945, v[8386] = -1.75002
x[8387] = 180.936, v[8387] = -1.75468
x[8388] = 180.927, v[8388] = -1.75933
x[8389] = 180.919, v[8389] = -1.76395
x[8390] = 180.91, v[8390] = -1.76856
x[8391] = 180.901, v[8391] = -1.77314
x[8392] = 180.892, v[8392] = -1.7777
x[8393] = 180.883, v[8393] = -1.78224
x[8394] = 180.874, v[8394] = -1.78675
x[8395] = 180.865, v[8395] = -1.79124
x[8396] = 180.856, v[8396] = -1.7957
x[8397] = 180.847, v[8397] = -1.80014
x[8398] = 180.838, v[8398] = -1.80455
x[8399] = 180.829, v[8399] = -1.80893
x[8400] = 180.82, v[8400] = -1.81328
x[8401] = 180.811, v[8401] = -1.8176
x[8402] = 180.802, v[8402] = -1.82189
x[8403] = 180.793, v[8403] = -1.82614
x[8404] = 180.784, v[8404] = -1.83036
x[8405] = 180.775, v[8405] = -1.83455
x[8406] = 180.766, v[8406] = -1.8387
x[8407] = 180.756, v[8407] = -1.84281
x[8408] = 180.747, v[8408] = -1.84689
x[8409] = 180.738, v[8409] = -1.85092
x[8410] = 180.729, v[8410] = -1.85491
x[8411] = 180.719, v[8411] = -1.85887
x[8412] = 180.71, v[8412] = -1.86277
x[8413] = 180.701, v[8413] = -1.86664
x[8414] = 180.691, v[8414] = -1.87046
x[8415] = 180.682, v[8415] = -1.87423
x[8416] = 180.673, v[8416] = -1.87795
x[8417] = 180.663, v[8417] = -1.88163
x[8418] = 180.654, v[8418] = -1.88525
x[8419] = 180.644, v[8419] = -1.88883
x[8420] = 180.635, v[8420] = -1.89235
x[8421] = 180.625, v[8421] = -1.89582
x[8422] = 180.616, v[8422] = -1.89924
x[8423] = 180.606, v[8423] = -1.9026
x[8424] = 180.597, v[8424] = -1.90591
x[8425] = 180.587, v[8425] = -1.90916
x[8426] = 180.578, v[8426] = -1.91236
x[8427] = 180.568, v[8427] = -1.9155
x[8428] = 180.559, v[8428] = -1.91858
x[8429] = 180.549, v[8429] = -1.9216
x[8430] = 180.539, v[8430] = -1.92456
x[8431] = 180.53, v[8431] = -1.92747
x[8432] = 180.52, v[8432] = -1.93031
x[8433] = 180.51, v[8433] = -1.9331
x[8434] = 180.501, v[8434] = -1.93582
x[8435] = 180.491, v[8435] = -1.93849
x[8436] = 180.481, v[8436] = -1.94109
x[8437] = 180.472, v[8437] = -1.94363
x[8438] = 180.462, v[8438] = -1.94612
x[8439] = 180.452, v[8439] = -1.94854
x[8440] = 180.443, v[8440] = -1.9509
x[8441] = 180.433, v[8441] = -1.95319
x[8442] = 180.423, v[8442] = -1.95543
x[8443] = 180.413, v[8443] = -1.95761
x[8444] = 180.403, v[8444] = -1.95973
x[8445] = 180.394, v[8445] = -1.96178
x[8446] = 180.384, v[8446] = -1.96378
x[8447] = 180.374, v[8447] = -1.96571
x[8448] = 180.364, v[8448] = -1.96759
x[8449] = 180.354, v[8449] = -1.96941
x[8450] = 180.344, v[8450] = -1.97117
x[8451] = 180.335, v[8451] = -1.97287
x[8452] = 180.325, v[8452] = -1.97451
x[8453] = 180.315, v[8453] = -1.9761
x[8454] = 180.305, v[8454] = -1.97763
x[8455] = 180.295, v[8455] = -1.9791
x[8456] = 180.285, v[8456] = -1.98052
x[8457] = 180.275, v[8457] = -1.98188
x[8458] = 180.265, v[8458] = -1.98318
x[8459] = 180.255, v[8459] = -1.98444
x[8460] = 180.245, v[8460] = -1.98564
x[8461] = 180.236, v[8461] = -1.98678
x[8462] = 180.226, v[8462] = -1.98788
x[8463] = 180.216, v[8463] = -1.98892
x[8464] = 180.206, v[8464] = -1.98991
x[8465] = 180.196, v[8465] = -1.99085
x[8466] = 180.186, v[8466] = -1.99174
x[8467] = 180.176, v[8467] = -1.99258
x[8468] = 180.166, v[8468] = -1.99337
x[8469] = 180.156, v[8469] = -1.99411
x[8470] = 180.146, v[8470] = -1.9948
x[8471] = 180.136, v[8471] = -1.99545
x[8472] = 180.126, v[8472] = -1.99604
x[8473] = 180.116, v[8473] = -1.9966
x[8474] = 180.106, v[8474] = -1.9971
x[8475] = 180.096, v[8475] = -1.99756
x[8476] = 180.086, v[8476] = -1.99797
x[8477] = 180.076, v[8477] = -1.99833
x[8478] = 180.066, v[8478] = -1.99865
x[8479] = 180.056, v[8479] = -1.99893
x[8480] = 180.046, v[8480] = -1.99916
x[8481] = 180.036, v[8481] = -1.99934
x[8482] = 180.026, v[8482] = -1.99948
x[8483] = 180.016, v[8483] = -1.99958
x[8484] = 180.006, v[8484] = -1.99963
x[8485] = 179.996, v[8485] = -1.99963
x[8486] = 179.986, v[8486] = -1.99959
x[8487] = 179.976, v[8487] = -1.99951
x[8488] = 179.966, v[8488] = -1.99938
x[8489] = 179.956, v[8489] = -1.9992
x[8490] = 179.946, v[8490] = -1.99898
x[8491] = 179.936, v[8491] = -1.99871
x[8492] = 179.926, v[8492] = -1.9984
x[8493] = 179.916, v[8493] = -1.99804
x[8494] = 179.906, v[8494] = -1.99764
x[8495] = 179.896, v[8495] = -1.99718
x[8496] = 179.886, v[8496] = -1.99668
x[8497] = 179.876, v[8497] = -1.99613
x[8498] = 179.866, v[8498] = -1.99554
x[8499] = 179.856, v[8499] = -1.99489
x[8500] = 179.846, v[8500] = -1.9942
x[8501] = 179.836, v[8501] = -1.99345
x[8502] = 179.826, v[8502] = -1.99266
x[8503] = 179.816, v[8503] = -1.99181
